time,temp,rh,ha_rain_prob,pressure,ha_spread,ha_spread_trend,om_precip,om_rain,om_showers,om_temp,om_rh,om_dew_point,om_pressure,om_cloud,om_wind,yx_condition,yx_temp,yx_humidity,yx_feels_like,yx_prec_prob,yx_prec_strength,yx_pressure_mm,yx_wind_speed,yx_is_rain,ms_precip,ms_temp,ms_rhum,ms_pres,ms_dwpt,ms_wdir,ms_wspd,dew_point,spread,abs_humidity,humidex,spread_deriv,pressure_deriv,pressure_filled,rain_truth,rain_truth_window,front_truth,model_original,model_tuned,model_trend_dominant,model_ha_live,model_pressure_aware,model_pressure_absolute,model_pressure_long_window,model_pressure_lagged,model_pressure_combined,model_combined,model_pressure_primary,model_onset_gate
2026-08-08 00:00:00+00:00,15.62037222461111,79.93902542555556,,992.7724817860168,,-0.5427184396888889,0.0,0.0,0.0,15.7,79,12.1,991.2,35,12.2,clear,15.0,80.0,13.0,0.0,0.0,744.0,3.5,0.0,0.0,14.1,86.0,1018.6,11.8,340.0,4.0,12.167873149905182,3.452499074705928,10.622392044448505,17.928586502877742,,,992.7724817860168,0.0,0.0,0.0,,41.0,-0.0,50.0,41.0,41.0,41.0,41.0,41.0,41.0,35.0,46.0
2026-08-08 01:00:00+00:00,15.20949610011111,79.79830192055556,,993.0505471081945,,-0.0898230049583333,0.0,0.0,0.0,15.2,79,11.6,992.2,0,10.4,clear,14.0,82.0,12.0,0.0,0.0,744.0,2.7,0.0,0.0,12.0,100.0,1018.0,12.0,320.0,3.0,11.74116165728893,3.4683344428221794,10.342826799215784,17.29986880902815,0.015835368116251303,0.27806532217766744,993.0505471081945,0.0,0.0,0.0,40.0,40.0,0.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,35.0,46.0
2026-08-08 02:00:00+00:00,14.553224977222222,80.85134194638889,,993.160069522136,,-0.2224290689777777,0.0,0.0,0.0,14.8,79,11.2,991.9,0,9.7,clear,14.0,77.0,13.0,0.0,0.0,745.0,1.0,0.0,0.0,11.0,100.0,1019.0,11.0,320.0,3.0,11.300315719475494,3.252909257746728,10.068857267823592,16.42414156317672,-0.09979490847960017,0.19379386805962895,993.160069522136,0.0,0.0,0.0,44.0,44.0,3.0,46.0,44.0,44.0,42.0,44.0,43.0,43.0,39.0,47.0
2026-08-08 03:00:00+00:00,14.183401628194444,80.8942507525,,993.1644480156972,,-0.2488504706666666,0.0,0.0,0.0,14.1,81,10.9,992.0,0,10.8,clear,13.0,84.0,11.0,0.0,0.0,745.0,2.9,0.0,0.0,12.0,94.0,1019.3,11.1,350.0,4.0,10.947759033217407,3.235642594977037,9.848991901330447,15.882827488788337,-0.11634592392257126,0.05695045375136943,993.1644480156972,0.0,0.0,0.0,44.0,44.0,3.0,46.0,44.0,44.0,43.0,44.0,43.0,44.0,40.0,38.0
2026-08-08 04:00:00+00:00,18.335899845777774,67.36582350944444,,993.5354423301252,,2.606847107630556,0.0,0.0,0.0,14.1,79,10.5,992.3,0,9.4,clear,12.0,84.0,10.0,0.0,0.0,745.0,2.5,0.0,0.0,13.0,88.0,1019.0,11.1,330.0,2.0,12.18050094937937,6.155398896398404,10.532170161323325,20.650643215752904,1.4512448193258383,0.1876864039945758,993.5354423301252,0.0,0.0,0.0,2.0,32.0,2.0,0.0,32.0,32.0,30.0,32.0,31.0,32.0,6.0,58.0
2026-08-08 05:00:00+00:00,21.940833439722223,50.45337382138889,,993.5544155135776,,4.650668940180556,0.0,0.0,0.0,14.8,75,10.4,992.3,15,9.7,clear,12.0,81.0,10.0,0.0,0.0,745.0,2.0,0.0,0.0,15.0,82.0,1019.0,12.0,320.0,4.0,11.176384536282068,10.764448903440154,9.73655920117502,23.75106456460809,3.7644031542315592,0.19498374894021708,993.5544155135776,0.0,0.0,0.0,0.0,22.0,2.0,0.0,22.0,22.0,21.0,22.0,21.0,22.0,0.0,73.0
2026-08-08 06:00:00+00:00,23.3405799155,44.11324620194444,,993.5550118180804,,2.402397517925,0.0,0.0,0.0,15.9,69,10.3,992.4,13,9.4,clear,15.0,70.0,13.0,0.0,0.0,745.0,3.1,0.0,0.0,16.1,68.0,1019.4,10.2,350.0,11.0,10.432963833369623,12.907616082130378,9.223587349772508,24.79586882376821,3.3761085928659873,0.009784743977604649,993.5550118180804,0.0,0.0,0.0,0.0,15.0,1.0,0.0,15.0,15.0,15.0,15.0,15.0,16.0,0.0,79.0
2026-08-08 07:00:00+00:00,21.711686653305552,47.73739908777778,,993.6933409264084,,-1.4284946143833332,0.0,0.0,0.0,17.1,61,9.6,992.5,100,10.1,cloudy,16.0,65.0,13.0,0.0,0.0,745.0,4.0,0.0,0.0,18.0,60.0,1019.0,10.1,330.0,5.0,10.134263719757046,11.577422933548506,9.091558562514981,23.028665879120204,0.40648701505417595,0.06946270641537922,993.6933409264084,0.0,0.0,0.0,0.0,11.0,1.0,27.0,11.0,11.0,10.0,11.0,11.0,11.0,0.0,50.0
2026-08-08 08:00:00+00:00,20.47848096975,51.447363565277776,,993.9253205159388,,-1.2030763523527777,0.0,0.0,0.0,17.3,59,9.2,992.7,100,12.2,cloudy,17.0,86.0,18.0,0.0,0.0,745.0,1.0,0.0,0.0,18.0,64.0,1020.0,11.1,330.0,4.0,10.121831858271623,10.356649111478376,9.1221641598073,21.78975629323965,-1.275483485326001,0.18515434892918847,993.9253205159388,0.0,0.0,0.0,13.0,13.0,38.0,22.0,13.0,13.0,12.0,13.0,12.0,14.0,6.0,25.0
2026-08-08 09:00:00+00:00,20.365410614833333,51.65744978972222,,994.1324109113748,,-0.3456446009055556,0.0,0.0,0.0,18.1,56,9.2,992.7,100,11.9,cloudy,18.0,54.0,15.0,0.0,0.0,745.0,4.6,0.0,0.0,17.3,63.0,1019.9,10.2,300.0,7.0,10.07844351167747,10.286967103155863,9.09926397476611,21.656811487586374,-0.6452279151963217,0.2195349924832044,994.1324109113748,0.0,0.0,0.0,6.0,11.0,33.0,6.0,11.0,11.0,10.0,11.0,10.0,12.0,3.0,19.0
2026-08-08 10:00:00+00:00,19.89098776361111,51.66898900222222,,994.1037196818888,,0.0158768904361111,0.0,0.0,0.0,18.2,56,9.3,992.6,99,11.9,cloudy,19.0,55.0,17.0,0.0,0.0,745.0,4.7,0.0,0.0,18.0,56.0,1020.0,9.1,290.0,4.0,9.643642567900445,10.247345195710666,8.852571105781813,20.986007669440465,-0.05465195788385469,0.08919958297502717,994.1037196818888,0.0,0.0,0.0,1.0,8.0,23.0,0.0,8.0,8.0,7.0,8.0,7.0,8.0,0.0,23.0
2026-08-08 11:00:00+00:00,21.76504334519444,46.01597860583333,,993.7601502329112,,1.8405886168472223,0.0,0.0,0.0,19.6,50,8.9,992.7,7,13.0,cloudy,19.0,63.0,20.0,0.0,0.0,746.0,1.0,0.0,0.0,18.0,60.0,1020.0,10.1,270.0,5.0,9.634159670284934,12.130883674909505,8.790725543163468,22.855836179315602,0.921958285876821,-0.186130339231795,993.7601502329112,0.0,0.0,0.0,0.0,5.0,16.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,37.0
2026-08-08 12:00:00+00:00,20.607887686027777,49.41047359722222,,993.8203289376332,,-1.1653124932555556,0.0,0.0,0.0,20.4,45,8.1,992.2,97,12.6,cloudy,20.0,48.0,17.0,0.0,0.0,746.0,4.7,0.0,0.0,18.0,60.0,1019.5,10.1,320.0,11.0,9.637368224429954,10.970519461597823,8.827252454201554,21.700110491529625,0.36158713294357797,-0.14169537212779915,993.8203289376332,0.0,0.0,0.0,0.0,4.0,11.0,22.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,33.0
2026-08-08 13:00:00+00:00,20.29154841644445,50.99927713055556,,993.6812754716472,,-0.7572706863194445,0.0,0.0,0.0,20.2,46,8.2,992.1,24,13.3,cloudy,20.0,45.0,17.0,0.0,0.0,746.0,4.4,0.0,0.0,18.0,64.0,1020.0,11.1,330.0,5.0,9.818580099875266,10.472968316569183,8.944719622994795,21.46497455879413,-0.828957679170161,-0.03943738063202318,993.6812754716472,0.0,0.0,0.0,8.0,8.0,25.0,14.0,8.0,8.0,8.0,8.0,8.0,10.0,4.0,34.0
2026-08-08 14:00:00+00:00,20.156131196388888,51.21988487861111,,993.57562318385,,-0.1352851223833333,0.0,0.0,0.0,19.6,52,9.5,992.1,52,14.0,cloudy,19.0,65.0,19.0,0.0,0.0,746.0,2.0,0.0,0.0,20.0,49.0,1019.0,9.0,290.0,7.0,9.758131941570472,10.397999254818416,8.912694054098774,21.302373048318373,-0.2862601033897035,-0.12235287689162531,993.57562318385,0.0,0.0,0.0,3.0,7.0,20.0,3.0,7.0,7.0,7.0,7.0,7.0,8.0,1.0,24.0
2026-08-08 15:00:00+00:00,20.01664551330556,48.668251130555554,,993.6006709803444,,0.6610332459111111,0.0,0.0,0.0,19.3,53,9.5,992.2,22,13.3,cloudy,20.0,41.0,16.0,0.0,0.0,746.0,4.5,0.0,0.0,18.9,53.0,1019.3,9.1,330.0,11.0,8.869685839400248,11.146959673905311,8.399953807793297,20.77436668868742,0.33699567866806385,-0.04030224565138951,993.6006709803444,0.0,0.0,0.0,0.0,5.0,14.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,28.0
2026-08-08 16:00:00+00:00,19.48749700558333,47.5337154875,,993.7101681299,,0.3153700689166667,0.0,0.0,0.0,19.3,55,10.0,992.2,0,10.4,cloudy,20.0,43.0,16.0,0.0,0.0,746.0,4.2,0.0,0.0,19.0,52.0,1020.0,8.9,300.0,4.0,8.036563250756805,11.450933754826524,7.953737829269915,19.899089770807013,0.5264672500040541,0.06727247302501382,993.7101681299,0.0,0.0,0.0,0.0,3.0,10.0,0.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,27.0
2026-08-08 17:00:00+00:00,18.26469907113889,52.56671386972223,,993.8131270634112,,-1.4675670040027775,0.0,0.0,0.0,18.8,56,9.8,992.7,100,9.0,cloudy,20.0,56.0,18.0,0.0,0.0,746.0,3.0,0.0,0.0,18.0,56.0,1020.0,9.1,310.0,4.0,8.395364394478134,9.869334676660754,8.183835432938354,18.82324942478566,-0.6388124986222783,0.10622804153342713,993.8131270634112,0.0,0.0,0.0,6.0,6.0,19.0,27.0,6.0,6.0,6.0,6.0,6.0,7.0,3.0,24.0
2026-08-08 18:00:00+00:00,17.12933554588889,58.864444935555554,,994.1397886069194,,-1.7656127862055555,0.0,0.0,0.0,18.2,58,9.8,993.3,0,10.1,clear,18.0,51.0,15.0,0.0,0.0,746.0,3.3,0.0,0.0,14.4,81.0,1020.1,11.2,0.0,0.0,9.012028704456133,8.117306841432756,8.565316455795092,17.947933802801963,-1.666813456696884,0.21481023850969905,994.1397886069194,0.0,0.0,0.0,15.0,15.0,50.0,28.0,15.0,15.0,15.0,15.0,15.0,20.0,6.0,21.0
2026-08-08 19:00:00+00:00,16.362232717833333,63.90968623972222,,994.4470215565722,,-1.3678148940583332,0.0,0.0,0.0,17.4,63,10.3,993.8,1,9.0,clear,16.0,61.0,14.0,0.0,0.0,746.0,2.2,0.0,0.0,11.0,94.0,1020.0,10.1,270.0,2.0,9.511225387856694,6.851007329976639,8.88122660567453,17.398440792251293,-1.5091636733420577,0.3169472465804688,994.4470215565722,0.0,0.0,0.0,17.0,17.0,49.0,36.0,17.0,17.0,17.0,17.0,17.0,22.0,7.0,22.0
2026-08-08 20:00:00+00:00,15.547277735722224,69.34028472027778,,994.8482728474916,,-1.3175259736583331,0.0,0.0,0.0,16.9,66,10.5,993.7,0,8.6,clear,14.0,53.0,11.0,0.0,0.0,745.0,2.0,0.0,0.0,11.0,94.0,1021.0,10.1,260.0,2.0,9.952133140898779,5.595144594823445,9.173333858747078,16.78110940554207,-1.2610811233046553,0.3542421202860737,994.8482728474916,0.0,0.0,0.0,29.0,29.0,45.0,46.0,29.0,29.0,29.0,29.0,29.0,33.0,19.0,26.0
2026-08-08 21:00:00+00:00,14.873563151833332,72.37583672972222,,995.165547655139,,-0.8583788689027777,0.0,0.0,0.0,16.0,71,10.8,994.0,0,10.8,clear,13.0,70.0,11.0,0.0,0.0,745.0,2.0,0.0,0.0,11.0,93.0,1021.6,9.9,0.0,0.0,9.946150450724453,4.92741270110888,9.191112416437264,16.104678677179603,-0.9617973144338796,0.35926304928341324,995.165547655139,0.0,0.0,0.0,33.0,33.0,40.0,43.0,33.0,33.0,32.0,33.0,33.0,35.0,24.0,30.0
2026-08-08 22:00:00+00:00,14.328514231,75.66485736166668,,995.3690595017666,,-0.6211824302888889,0.0,0.0,0.0,15.7,72,10.7,994.2,0,10.1,clear,12.0,76.0,10.0,0.0,0.0,745.0,2.0,0.0,0.0,11.0,87.0,1021.0,8.9,320.0,1.0,10.085086670334563,4.243427560665436,9.294468427846645,15.622954774011001,-0.6758585170790044,0.2603933271375354,995.3690595017666,0.0,0.0,0.0,38.0,38.0,34.0,44.0,38.0,38.0,37.0,38.0,36.0,37.0,29.0,32.0
2026-08-08 23:00:00+00:00,13.974000694166667,78.91185919833333,,995.5470437386056,,-0.6907286100194444,0.0,0.0,0.0,15.4,73,10.6,994.6,0,10.4,clear,11.0,59.0,9.0,0.0,0.0,746.0,1.0,0.0,0.0,10.0,94.0,1021.0,9.1,330.0,2.0,10.370867887839518,3.6031328063271495,9.485142818375182,15.400336416753216,-0.662139947390865,0.1907480417332863,995.5470437386056,0.0,0.0,0.0,45.0,45.0,30.0,51.0,45.0,45.0,44.0,45.0,42.0,44.0,35.0,34.0
2026-08-09 00:00:00+00:00,13.675064385305555,78.89406207722222,,995.700373003364,,-0.0203495904722222,0.0,0.0,0.0,14.8,74,10.2,994.6,0,12.2,clear,12.0,77.0,10.0,0.0,0.0,746.0,2.6,0.0,0.0,11.2,93.0,1022.3,10.1,330.0,4.0,10.076871609367775,3.5981927759377808,9.31053113628378,14.965746186199585,-0.3226173923638278,0.16565675079868925,995.700373003364,0.0,0.0,0.0,42.0,44.0,24.0,39.0,44.0,44.0,43.0,44.0,41.0,43.0,34.0,36.0
2026-08-09 01:00:00+00:00,13.138875395416669,81.06893394777778,,995.8167501922,,-0.4507879212194445,0.0,0.0,0.0,13.8,76,9.7,994.7,0,10.1,clear,12.0,83.0,10.0,0.0,0.0,746.0,2.4,0.0,0.0,11.0,94.0,1021.0,10.1,330.0,4.0,9.961533978559169,3.1773414168575,9.256322661747092,14.376976987244008,-0.21289569473482484,0.13485322679719047,995.8167501922,0.0,0.0,0.0,46.0,46.0,19.0,51.0,46.0,46.0,44.0,46.0,44.0,44.0,39.0,37.0
2026-08-09 02:00:00+00:00,12.879904090055556,83.68394395083334,,996.0891148056556,,-0.6,0.0,0.0,0.0,13.3,79,9.7,994.9,0,9.4,clear,11.0,78.0,10.0,0.0,0.0,747.0,0.0,0.0,0.0,11.0,94.0,1022.0,10.1,330.0,3.0,10.18356412863959,2.6963399614159655,9.403185554876027,14.219544153573848,-0.4509264072609076,0.1943709011458168,996.0891148056556,0.0,0.0,0.0,54.0,54.0,17.0,58.0,54.0,54.0,52.0,54.0,52.0,53.0,46.0,38.0
2026-08-09 03:00:00+00:00,12.848017602333334,84.67517356305555,,996.2686395295224,,-0.2624134549999999,0.0,0.0,0.0,12.8,81,9.6,994.9,1,10.1,clear,11.0,87.0,9.0,0.0,0.0,747.0,2.6,0.0,0.0,11.3,92.0,1022.7,10.0,0.0,0.0,10.328796729197817,2.5192208731355166,9.495811400758202,14.254796964018379,-0.3290602718609916,0.22594466866121365,996.2686395295224,0.0,0.0,0.0,54.0,54.0,15.0,53.0,54.0,54.0,52.0,54.0,53.0,54.0,49.0,40.0
2026-08-09 04:00:00+00:00,17.021521951583335,73.10975745611111,,996.49921532515,,2.269188692825,0.0,0.0,0.0,13.1,81,9.9,995.1,0,9.7,clear,11.0,89.0,9.0,0.0,0.0,747.0,2.2,0.0,0.0,12.0,100.0,1022.0,12.0,330.0,3.0,12.165917821851867,4.855604129731468,10.569741186746175,19.328725671533583,1.079632084157751,0.20505025974716773,996.49921532515,0.0,0.0,0.0,17.0,43.0,10.0,0.0,43.0,43.0,41.0,43.0,42.0,44.0,21.0,61.0
2026-08-09 05:00:00+00:00,21.33781996272222,56.23333129861111,,996.767478633864,,4.139597051841666,0.0,0.0,0.0,14.2,78,10.5,995.4,0,9.0,clear,11.0,83.0,10.0,0.0,0.0,747.0,1.0,0.0,0.0,15.0,88.0,1023.0,13.0,360.0,5.0,12.26198626476033,9.075833697961892,10.480770643665867,23.694809534717862,3.2783064124131878,0.24941955217082068,996.767478633864,0.0,0.0,0.0,0.0,30.0,7.0,0.0,30.0,30.0,29.0,30.0,29.0,31.0,0.0,77.0
2026-08-09 06:00:00+00:00,24.00972566388889,48.9322411575,,997.0055704511888,,2.444535489525,0.0,0.0,0.0,16.3,74,11.7,995.8,0,7.2,clear,14.0,76.0,12.0,0.0,0.0,747.0,2.6,0.0,0.0,16.9,74.0,1022.9,12.2,10.0,7.0,12.61183042942908,11.39789523445981,10.627628554033432,26.550370885792518,3.2711455523641706,0.253177563019392,997.0055704511888,0.0,0.0,0.0,0.0,21.0,5.0,0.0,21.0,21.0,20.0,21.0,20.0,22.0,0.0,84.0
2026-08-09 07:00:00+00:00,26.07233314033333,43.3350866325,,997.1802927667472,,2.070805560402778,0.0,0.0,0.0,18.4,67,12.2,996.4,0,6.5,clear,16.0,73.0,15.0,0.0,0.0,747.0,2.5,0.0,0.0,18.0,73.0,1023.0,13.1,360.0,3.0,12.633199790154901,13.43913335017843,10.569152419409908,28.624317177678886,2.181649826108269,0.20640706644161355,997.1802927667472,0.0,0.0,0.0,0.0,15.0,4.0,0.0,15.0,15.0,14.0,15.0,14.0,15.0,0.0,74.0
2026-08-09 08:00:00+00:00,27.54932126772222,39.17247947083333,,997.267116951461,,1.6362503596555555,0.0,0.0,0.0,19.8,59,11.6,996.0,7,5.8,clear,18.0,92.0,21.0,0.0,0.0,747.0,0.0,0.0,0.0,19.0,64.0,1023.0,12.0,330.0,4.0,12.417296468217803,15.132024799504418,10.36944913415786,29.987385175658904,1.867064782522304,0.13077325013614427,997.267116951461,0.0,0.0,0.0,0.0,10.0,3.0,0.0,10.0,10.0,10.0,10.0,10.0,11.0,0.0,57.0
2026-08-09 09:00:00+00:00,27.740555188722222,36.1811912925,,997.1769894232194,,1.0995151269083334,0.0,0.0,0.0,20.8,53,10.9,996.3,6,6.8,clear,19.0,57.0,18.0,0.0,0.0,747.0,2.6,0.0,0.0,20.9,55.0,1022.8,11.5,360.0,7.0,11.380984798394755,16.35957039032747,9.679081866018219,29.651209400770824,1.4602185200745197,-0.0016516717639092349,997.1769894232194,0.0,0.0,0.0,0.0,7.0,2.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,41.0
2026-08-09 10:00:00+00:00,27.069829146694445,37.91087872833334,,996.9808851733612,,-0.8296917339583333,0.0,0.0,0.0,21.5,49,10.3,996.1,15,6.8,cloudy,21.0,55.0,21.0,0.0,0.0,747.0,2.5,0.0,0.0,21.0,53.0,1023.0,11.0,350.0,3.0,11.493498677666233,15.576330469028212,9.773129861236828,29.03622064654386,0.2221528347618973,-0.14311588904990913,996.9808851733612,0.0,0.0,0.0,0.0,5.0,1.0,16.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,27.0
2026-08-09 11:00:00+00:00,25.44293243686111,38.94002733666667,,996.6230266347752,,-0.6842463852388888,0.0,0.0,0.0,22.3,45,9.8,996.0,22,6.8,cloudy,22.0,75.0,24.0,0.0,0.0,748.0,2.7,0.0,0.0,23.0,47.0,1022.0,11.1,280.0,2.0,10.449661774050638,14.993270662810472,9.168840531276144,26.906025053847124,-0.6831498637584987,-0.2769813942221049,996.6230266347752,0.0,0.0,0.0,7.0,7.0,20.0,13.0,7.0,7.0,6.0,7.0,6.0,7.0,3.0,16.0
2026-08-09 12:00:00+00:00,24.53736825527778,40.52386411777778,,996.1967390943722,,-0.7298016537916667,0.0,0.0,0.0,22.9,42,9.3,995.5,1,8.3,cloudy,22.0,47.0,22.0,0.0,0.0,748.0,2.5,0.0,0.0,22.2,48.0,1021.9,10.7,60.0,7.0,10.238237851929457,14.299130403348324,9.067988934277441,25.902216018793425,-0.6386000328399444,-0.39207303949450534,996.1967390943722,0.0,0.0,0.0,6.0,7.0,20.0,14.0,7.0,7.0,6.0,7.0,6.0,8.0,3.0,13.0
2026-08-09 13:00:00+00:00,24.224924599027776,39.79828705055555,,995.8517502919444,,0.3226001560611111,0.0,0.0,0.0,23.3,41,9.3,995.0,0,7.6,cloudy,23.0,46.0,23.0,0.0,0.0,748.0,2.0,0.0,0.0,23.0,44.0,1022.0,10.1,310.0,3.0,9.688426349476568,14.536498249551208,8.74978319492545,25.339939266609715,-0.22838620662963205,-0.385638171415394,995.8517502919444,0.0,0.0,0.0,2.0,5.0,16.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,15.0
2026-08-09 14:00:00+00:00,23.759035443472225,40.0,,995.4594637180638,,0.3,0.0,0.0,0.0,23.4,40,9.1,994.5,0,6.8,clear,23.0,55.0,24.0,0.0,0.0,748.0,1.0,0.0,0.0,23.0,44.0,1022.0,10.1,330.0,1.0,9.346985562115558,14.412049881356667,8.564968484279017,24.722935688608597,0.0564597390041719,-0.3686376881541946,995.4594637180638,0.0,0.0,0.0,0.0,4.0,11.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,19.0
2026-08-09 15:00:00+00:00,23.21371869211111,40.74485913388889,,995.128624226439,,-0.3992087251388889,0.0,0.0,0.0,23.4,41,9.4,994.4,0,6.8,clear,23.0,42.0,21.0,0.0,0.0,748.0,2.0,0.0,0.0,23.4,45.0,1020.6,10.8,10.0,7.0,9.132684427999262,14.08103426411185,8.45792539828482,24.0843238842195,-0.22773199271967925,-0.36156303275271284,995.128624226439,0.0,0.0,0.0,2.0,3.0,10.0,7.0,3.0,3.0,4.0,3.0,5.0,6.0,1.0,22.0
2026-08-09 16:00:00+00:00,22.380403344194445,44.96675583111111,,995.0247365661444,,-1.5758422642416663,0.0,0.0,0.0,23.0,42,9.4,993.9,0,6.5,clear,23.0,43.0,22.0,0.0,0.0,748.0,1.7,0.0,0.0,23.0,44.0,1021.0,10.1,310.0,2.0,9.849355844030432,12.531047500164012,8.899815278919203,23.567707047388595,-0.9405011905963275,-0.21736357595972322,995.0247365661444,0.0,0.0,0.0,9.0,9.0,28.0,28.0,9.0,9.0,11.0,9.0,13.0,15.0,4.0,22.0
2026-08-09 17:00:00+00:00,21.43116237227778,48.124613226388895,,995.0738201620752,,-1.189375486388889,0.0,0.0,0.0,22.2,45,9.7,994.1,0,6.8,clear,23.0,45.0,22.0,0.0,0.0,748.0,1.0,0.0,0.0,21.0,69.0,1021.0,15.1,330.0,1.0,9.998486063309628,11.432676308968151,9.0180190566871,22.686070802161993,-1.3241789775718493,-0.02740203218189663,995.0738201620752,0.0,0.0,0.0,13.0,13.0,40.0,22.0,13.0,13.0,15.0,13.0,17.0,21.0,5.0,21.0
2026-08-09 18:00:00+00:00,20.247379018666667,52.69504625555555,,995.06258850045,,-1.4150245028416666,0.0,0.0,0.0,21.1,50,10.3,994.3,0,4.0,clear,24.0,54.0,24.0,0.0,0.0,748.0,1.2,0.0,0.0,16.5,77.0,1021.1,12.5,0.0,0.0,10.267162331684787,9.98021668698188,9.218353877145704,21.62559545289338,-1.2754154065910663,0.018925967152824796,995.06258850045,0.0,0.0,0.0,13.0,13.0,39.0,26.0,13.0,13.0,15.0,13.0,16.0,20.0,5.0,20.0
2026-08-09 19:00:00+00:00,19.213759150833333,57.28860455833333,,995.2363121297803,,-1.3661585125694444,0.0,0.0,0.0,20.4,55,11.0,994.1,0,2.9,clear,19.0,64.0,19.0,0.0,0.0,748.0,1.0,0.0,0.0,15.0,77.0,1021.0,11.0,0.0,1.0,10.559661185470457,8.654097965362876,9.433042830025018,20.728451182907186,-1.389289171802638,0.08124598385256832,995.2363121297803,0.0,0.0,0.0,14.0,14.0,42.0,26.0,14.0,14.0,16.0,14.0,16.0,20.0,5.0,20.0
2026-08-09 20:00:00+00:00,18.20634166658333,63.0314243825,,995.4573156315084,,-1.425711585411111,0.0,0.0,0.0,19.7,59,11.5,994.4,0,4.7,clear,16.0,42.0,14.0,0.0,0.0,747.0,1.0,0.0,0.0,12.0,94.0,1021.0,11.1,324.0,1.0,11.050061874029769,7.156279792553562,9.779141299273165,19.95516649382393,-1.411968447214159,0.19736356552920142,995.4573156315084,0.0,0.0,0.0,14.0,14.0,42.0,34.0,14.0,14.0,16.0,14.0,16.0,20.0,5.0,22.0
2026-08-09 21:00:00+00:00,17.39575420775,67.19281111388888,,995.3084242386308,,-1.0900376825555556,0.0,0.0,0.0,19.1,60,11.1,994.9,40,1.1,clear,16.0,69.0,15.0,0.0,0.0,747.0,1.1,0.0,0.0,12.1,93.0,1022.0,11.0,0.0,0.0,11.245179203847101,6.1505750039028975,9.934027072304644,19.239617867454033,-1.2517614807299893,0.036056054425216644,995.3084242386308,0.0,0.0,0.0,22.0,22.0,41.0,37.0,22.0,22.0,23.0,22.0,23.0,27.0,13.0,25.0
2026-08-09 22:00:00+00:00,16.881077744111114,70.569947015,,994.9730964031916,,-0.8001720647888888,0.0,0.0,0.0,18.2,61,10.6,994.4,79,2.9,clear,14.0,72.0,13.0,0.0,0.0,747.0,0.9,0.0,0.0,10.0,100.0,1021.0,10.0,0.0,0.0,11.494456936684305,5.386620807426809,10.117099153814385,18.847945518063067,-0.8848294925633766,-0.24210961415843713,994.9730964031916,0.0,0.0,0.0,27.0,27.0,37.0,38.0,27.0,27.0,28.0,27.0,28.0,31.0,20.0,30.0
2026-08-09 23:00:00+00:00,16.147802361527777,74.12543388361111,,994.8318705673332,,-0.7420967737,0.0,0.0,0.0,18.0,61,10.4,994.1,8,0.7,clear,12.0,57.0,11.0,0.0,0.0,747.0,0.0,0.0,0.0,9.0,100.0,1021.0,9.0,0.0,0.0,11.533144786656473,4.614657574871304,10.168701197067392,18.13392098658986,-0.7679587145157969,-0.23827683564877586,994.8318705673332,0.0,0.0,0.0,35.0,35.0,33.0,43.0,35.0,35.0,35.0,35.0,35.0,37.0,28.0,33.0
2026-08-10 00:00:00+00:00,15.56731382913889,76.97642715222223,,994.6218606126972,,-0.6760749410444444,0.0,0.0,0.0,17.5,62,10.2,994.0,100,1.8,clear,12.0,74.0,11.0,0.0,0.0,747.0,1.2,0.0,0.0,10.4,95.0,1021.5,9.6,0.0,0.0,11.543200098123375,4.024113731015515,10.195916162640046,17.558443021447466,-0.681253538205647,-0.17561789524717142,994.6218606126972,0.0,0.0,0.0,41.0,41.0,29.0,47.0,41.0,41.0,41.0,41.0,41.0,42.0,36.0,36.0
2026-08-10 01:00:00+00:00,15.362873558083336,73.17002362444445,,994.3300087346056,,0.6994809966194445,0.0,0.0,0.0,17.2,64,10.4,993.3,28,7.6,clear,12.0,77.0,11.0,0.0,0.0,747.0,1.2,0.0,0.0,8.0,100.0,1021.0,8.0,100.0,2.0,10.580799441334293,4.782074116749044,9.572407788129707,16.887519513924225,0.08370827093887014,-0.2509309163638136,994.3300087346056,0.0,0.0,0.0,25.0,36.0,20.0,15.0,36.0,36.0,36.0,36.0,36.0,37.0,29.0,37.0
2026-08-10 02:00:00+00:00,15.017889204444444,72.90940040111111,,994.1338074531832,,0.1940568320111111,0.0,0.0,0.0,16.3,67,10.2,993.1,0,5.4,clear,11.0,85.0,11.0,0.0,0.0,748.0,0.0,0.0,0.0,8.0,93.0,1020.0,6.9,100.0,1.0,10.194992073422013,4.822897131022431,9.340544709793777,16.36279149777293,0.3993917000034584,-0.24402657975701916,994.1338074531832,0.0,0.0,0.0,21.0,31.0,14.0,24.0,31.0,31.0,31.0,31.0,31.0,32.0,30.0,39.0
